# Enemies: VIRUS; BUG; CD; DISK; DISK_BLUE; MAGNET; CONE; BOSS; BOSS_INTRO
# Patterns: COLUMN; SNAKE; SNAKE_REV; ROW; STRAFER; WARNING; BOSS_INTRO; BOSS
# Positions: LL; L; LC; C; RC; R; RR; <int>
# Speeds: SLOW; NORMAL; FAST; <float>

# Enemy, Shoots, Quantity, Speed, Pattern, Position, Sine Frequency, Sine Amplitude, Delay

# ========================================================================================
# LEVEL ONE
# ========================================================================================

# Initial easy waves of disks.
DISK,NA,5,1.7,COLUMN,L,0,0,2000
DISK_BLUE,NA,5,1.7,COLUMN,R,0,0,3000

# Some tougher waves of snakes, one which shoots.
BUG,NA,5,1.6,SNAKE,LC,0.1,120,1750
VIRUS,SHOOTS,5,1.2,SNAKE,RR,0.1,120,5000

# A delta wave of blue disks.
DISK_BLUE,NA,1,1.0,COLUMN,LL,0.1,120,0
DISK_BLUE,NA,1,1.2,COLUMN,L,0.1,120,0
DISK_BLUE,NA,1,1.3,COLUMN,LC,0.1,120,0
DISK_BLUE,NA,1,1.4,COLUMN,C,0.1,120,0
DISK_BLUE,NA,1,1.3,COLUMN,CR,0.1,120,0
DISK_BLUE,NA,1,1.2,COLUMN,R,0.1,120,0
DISK_BLUE,NA,1,1.0,COLUMN,RR,0.1,120,7000

# An inverse-delta wave of blue disks.
DISK,NA,1,1.4,COLUMN,LL,0.1,120,0
DISK,NA,1,1.2,COLUMN,L,0.1,120,0
DISK,NA,1,1.1,COLUMN,LC,0.1,120,0
DISK,NA,1,1.0,COLUMN,C,0.1,120,0
DISK,NA,1,1.1,COLUMN,CR,0.1,120,0
DISK,NA,1,1.2,COLUMN,R,0.1,120,0
DISK,NA,1,1.4,COLUMN,RR,0.1,120,8000

# Fast bugs.
VIRUS,SHOOTS,2,2.25,SNAKE,L,0.1,120,2500
BUG,SHOOTS,2,2.25,SNAKE,CR,0.1,120,5000

# Row of cones
CONE,NA,4,1,COLUMN,C,0.1,120,250
CONE,NA,3,1,COLUMN,LC,0.1,120,0
CONE,NA,3,1,COLUMN,CR,0.1,120,250
CONE,NA,2,1,COLUMN,L,0.1,120,0
CONE,NA,2,1,COLUMN,R,0.1,120,250
CONE,NA,1,1,COLUMN,LL,0.1,120,0
CONE,NA,1,1,COLUMN,RR,0.1,120,7000

# Swirling magnets?

# The boss.
CD,NA,0,0,WARNING,C,0,0,0
BOSS_INTRO,NA,1,2.3,BOSS_INTRO,C,0,0,3000
BOSS,SHOOTS,1,0.8,BOSS,C,0,0,0


# ========================================================================================
# LEVEL ONE
# ========================================================================================





## Final boss!
#BOSS,NA,1,BOSS_INTRO,C,0,0,3500
#BOSS,NA,1,BOSS,C,0,0,0

#CD,NA,3,1,COLUMN,100,0.1,100,0
#CD,NA,1,1,COLUMN,130,0.1,100,0
#CD,NA,3,1,COLUMN,160,0.1,100,200
#VIRUS,NA,1,1,COLUMN,130,0.1,100,200
#CD,NA,1,1,COLUMN,130,0.1,100,0

#BUG,NA,10,2,SNAKE_REV,C,0.1,100,1000

#CD,NA,20,2,COLUMN,R,0.05,20,250
#CD,NA,20,2,COLUMN,C,0.05,20,0

#CD,NA,10,NORMAL,SNAKE_WIDE,R,0
#CD,NA,10,SLOW,SNAKE_WIDE,LL,0
#BUG,NA,10,SLOW,COLUMN,L,0
#DISK,NA,10,NORMAL,COLUMN,LC,0
#VIRUS,NA,10,FAST,COLUMN,C,0
#DISK,NA,10,NORMAL,COLUMN,CR,0
#BUG,NA,10,SLOW,COLUMN,R,0
#CD,NA,10,SLOW,SNAKE,RR,0

#BUG,SHOOTS,2,MAG_SPLIT,C,0
#BOSS_INTRO,NA,10,COLUMN,R,0
#BUG,NA,5,SNAKE,L,3000
#
## Main fleet.
#CD,NA,2,SNAKE_WIDE,C,3000
#CD,NA,2,SNAKE,R,6000
#CD,NA,2,SNAKE,L,6000
#CD,NA,2,SNAKE_WIDE,C,6000
#CD,NA,2,STRAFER,L,4000
#CD,NA,2,STRAFER,R,4000
#CD,NA,2,PEELER,L,3500
#CD,NA,2,PEELER,R,3500
#CD,NA,2,SWIRLER,L,5000
#CD,NA,2,SWIRLER,R,6000
#CD,NA,2,WARNING,C,0
#
## Final boss!
#BOSS,NA,1,BOSS_INTRO,C,3500
#BOSS,NA,1,BOSS,C,0
